Station Name,Time/Day,Height,Tendency,Crossing,Flood Class,Recent Data,Scraped,State
Angas,Angas,Angas,Angas,Angas,Angas,Angas,2022-10-14 12:30:01.879177+11:00,SA
Angas R at Angas Weir (DEW),11.05am Fri,10.25,steady,0.25 above weir,,Plot | Table,2022-10-14 12:30:01.879177+11:00,SA
Angas R DS Willyaroo (DEW),11.00am Fri,1.31,steady,0.31 above weir,,Plot | Table,2022-10-14 12:30:01.879177+11:00,SA
Angas R DS Ballandown Rd (DEW),11.05am Fri,1.16,steady,1.16 above weir,,Plot | Table,2022-10-14 12:30:01.879177+11:00,SA
Bremer,Bremer,Bremer,Bremer,Bremer,Bremer,Bremer,2022-10-14 12:30:01.879177+11:00,SA
Bremer R at Tennis Court (DEW),11.05am Fri,10.49,steady,0.49 above weir,,Plot | Table,2022-10-14 12:30:01.879177+11:00,SA
Bremer R DS Harrogate Rd (DEW),10.05am Fri,1.40,steady,0.40 above weir,,Plot | Table,2022-10-14 12:30:01.879177+11:00,SA
Mt Barker Ck DS Mt Barker (DEW),11.05am Fri,1.58,steady,0.58 above weir,,Plot | Table,2022-10-14 12:30:01.879177+11:00,SA
Dawesley Ck at Dawesley (DEW),11.00am Fri,1.36,steady,0.36 above weir,,Plot | Table,2022-10-14 12:30:01.879177+11:00,SA
Bremer R US Mt Barker Ck (DEW),11.05am Fri,1.28,steady,0.19 above weir,,Plot | Table,2022-10-14 12:30:01.879177+11:00,SA
Mt Barker Ck US Bremer R (DEW),11.05am Fri,1.52,steady,0.50 above weir,,Plot | Table,2022-10-14 12:30:01.879177+11:00,SA
Bremer R near Hartley (DEW),11.05am Fri,1.28,steady,0.28 above weir,,Plot | Table,2022-10-14 12:30:01.879177+11:00,SA
Bremer R at Wanstead Rd (DEW),11.00am Fri,1.40,steady,0.40 above weir,below minor,Plot | Table,2022-10-14 12:30:01.879177+11:00,SA
Bremer R US Langhorne Ck (DEW),11.05am Fri,1.52,steady,5.11 below weir,,Plot | Table,2022-10-14 12:30:01.879177+11:00,SA
Bremer R US Ballandown Rd (DEW),11.05am Fri,1.63,steady,0.87 above weir,,Plot | Table,2022-10-14 12:30:01.879177+11:00,SA
