Station Name,Time/Day,Height,Tendency,Crossing,Flood Class,Recent Data,Scraped,State
Victoria Catchment,Victoria Catchment,Victoria Catchment,Victoria Catchment,Victoria Catchment,Victoria Catchment,Victoria Catchment,2022-10-13 22:50:02.420566+11:00,NT
Armstrong R u/s Buntine Highway*,6.00pm Thu,0.02,steady,3.58 below bridge deck,,Plot | Table,2022-10-13 22:50:02.420566+11:00,NT
Townsend Ck u/s Buntine Highway*,9.00pm Thu,0.14,steady,2.61 below bridge deck,,Plot | Table,2022-10-13 22:50:02.420566+11:00,NT
Camfield R at Buntine Highway*,6.00pm Thu,0.80,steady,4.00 below bridge deck,,Plot | Table,2022-10-13 22:50:02.420566+11:00,NT
Victoria R at Kalkarindji*,8.45pm Thu,-0.45,steady,9.75 below bridge deck,below minor,Plot | Table,2022-10-13 22:50:02.420566+11:00,NT
Wickham R at Williams Crossing*,6.00pm Thu,0.36,steady,0.17 below crossing,,Plot | Table,2022-10-13 22:50:02.420566+11:00,NT
Victoria R at Dashwood Crossing*,6.00pm Thu,0.02,steady,0.48 below crossing,,Plot | Table,2022-10-13 22:50:02.420566+11:00,NT
Katherine Catchment,Katherine Catchment,Katherine Catchment,Katherine Catchment,Katherine Catchment,Katherine Catchment,Katherine Catchment,2022-10-13 22:50:02.420566+11:00,NT
Katherine R near Birdie Creek*,8.00pm Thu,1.03,steady,At Level of CTF,,Plot | Table,2022-10-13 22:50:02.420566+11:00,NT
Seventeen Mile Creek*,8.50pm Thu,0.68,steady,0.35 above CTF,,Plot | Table,2022-10-13 22:50:02.420566+11:00,NT
Katherine R at Nitmiluk Centre#,8.50pm Thu,-1.91,steady,0.11 below CTF,below minor,Plot | Table,2022-10-13 22:50:02.420566+11:00,NT
Maud Creek*,8.50pm Thu,5.21,steady,4.79 below bridge deck,,Plot | Table,2022-10-13 22:50:02.420566+11:00,NT
Katherine R at Ironwood Station*,8.45pm Thu,1.29,steady,0.09 above CTF,,Plot | Table,2022-10-13 22:50:02.420566+11:00,NT
Katherine R at Katherine Bridge#,8.45pm Thu,0.22,steady,18.78 below bridge deck,below minor,Plot | Table,2022-10-13 22:50:02.420566+11:00,NT
Daly Catchment,Daly Catchment,Daly Catchment,Daly Catchment,Daly Catchment,Daly Catchment,Daly Catchment,2022-10-13 22:50:02.420566+11:00,NT
Dry R near Manbulloo*,6.00pm Thu,0.07,steady,0.13 below CTF,,Plot | Table,2022-10-13 22:50:02.420566+11:00,NT
King R d/s Stuart Highway*,8.00pm Thu,0.68,steady,0.23 above CTF,,Plot | Table,2022-10-13 22:50:02.420566+11:00,NT
King R d/s Victoria Highway*,6.00pm Thu,0.81,steady,0.50 above CTF,,Plot | Table,2022-10-13 22:50:02.420566+11:00,NT
Flora R at Stoney Creek*,6.50pm Thu,1.64,rising,0.79 above CTF,,Plot | Table,2022-10-13 22:50:02.420566+11:00,NT
Edith R u/s Stuart Highway*,8.40pm Thu,0.35,steady,0.17 above CTF,,Plot | Table,2022-10-13 22:50:02.420566+11:00,NT
Cullen R at Stuart Highway*,8.40pm Thu,0.39,steady,5.71 below bridge deck,,Plot | Table,2022-10-13 22:50:02.420566+11:00,NT
Fergusson R at Railway Bridge*,9.00pm Thu,1.13,steady,,,Plot | Table,2022-10-13 22:50:02.420566+11:00,NT
Fergusson R near Bondi Creek*,8.40pm Thu,2.63,steady,0.43 above crossing,,Plot | Table,2022-10-13 22:50:02.420566+11:00,NT
Daly R at Dorisvale Crossing*,6.00pm Thu,1.65,steady,0.35 above crossing,,Plot | Table,2022-10-13 22:50:02.420566+11:00,NT
Daly R at Theyona Station*,6.00pm Thu,1.29,steady,1.29 above CTF,,Plot | Table,2022-10-13 22:50:02.420566+11:00,NT
