Station Name,Time/Day,Height,Tendency,Crossing,Flood Class,Recent Data,Scraped,State
Baffle,Baffle,Baffle,Baffle,Baffle,Baffle,Baffle,2022-10-14 04:40:01.623108+11:00,QLD
Alligator Flats #,12.41am Fri,0.10,steady,1.45 below Bridge,,Plot | Table,2022-10-14 04:40:01.623108+11:00,QLD
Baffle Ck at Mimdale #,1.58am Fri,1.05,steady,,below minor,Plot | Table,2022-10-14 04:40:01.623108+11:00,QLD
Baffle Ck at Mimdale *,3.00am Fri,1.04,steady,,below minor,Plot | Table,2022-10-14 04:40:01.623108+11:00,QLD
Baffle Ck at Essendean Bridge #,1.54am Fri,0.62,rising,5.58 below Bridge,below minor,Plot | Table,2022-10-14 04:40:01.623108+11:00,QLD
Oyster Ck at Rapleys *,3.00am Fri,0.58,steady,,,Plot | Table,2022-10-14 04:40:01.623108+11:00,QLD
Oyster Ck at Rapleys #,12.59am Fri,0.57,steady,,,Plot | Table,2022-10-14 04:40:01.623108+11:00,QLD
Euleilah Ck at Hills Rd #,3.35am Fri,0.33,falling,2.87 below Bridge,below minor,Plot | Table,2022-10-14 04:40:01.623108+11:00,QLD
Baffle Ck at Barnetts Rd #,3.30am Fri,0.07,falling,,below minor,Plot | Table,2022-10-14 04:40:01.623108+11:00,QLD
Mullet Ck at Rosedale Rd *,2.29am Fri,-4.00,steady,,,Plot | Table,2022-10-14 04:40:01.623108+11:00,QLD
Boyne,Boyne,Boyne,Boyne,Boyne,Boyne,Boyne,2022-10-14 04:40:01.623108+11:00,QLD
Boyne R at Nagoorin #,12.22am Fri,1.40,steady,,,Plot | Table,2022-10-14 04:40:01.623108+11:00,QLD
Boyne R at Milton #,1.04am Fri,1.20,steady,,,Plot | Table,2022-10-14 04:40:01.623108+11:00,QLD
Boyne R at Benaraby #,2.31am Fri,1.02,falling,,below minor,Plot | Table,2022-10-14 04:40:01.623108+11:00,QLD
Boyne R at Boyne Island #,3.29am Fri,-0.56,falling,,below minor,Plot | Table,2022-10-14 04:40:01.623108+11:00,QLD
Gladstone Tide *,3.06am Fri,1.43,steady,3.20 below HAT,,Plot | Table,2022-10-14 04:40:01.623108+11:00,QLD
Calliope,Calliope,Calliope,Calliope,Calliope,Calliope,Calliope,2022-10-14 04:40:01.623108+11:00,QLD
Calliope R at Castlehope *,3.00am Fri,0.49,steady,,,Plot | Table,2022-10-14 04:40:01.623108+11:00,QLD
Leixlip Ck at Stowe Rd #,1.43am Fri,0.05,steady,,,Plot | Table,2022-10-14 04:40:01.623108+11:00,QLD
Dawson,Dawson,Dawson,Dawson,Dawson,Dawson,Dawson,2022-10-14 04:40:01.623108+11:00,QLD
Dawson R at Utopia Downs *,3.00am Fri,2.11,falling,,below minor,Plot | Table,2022-10-14 04:40:01.623108+11:00,QLD
Eurombah Ck at Brookfield *,3.00am Fri,0.87,steady,,,Plot | Table,2022-10-14 04:40:01.623108+11:00,QLD
Dawson R at Tarana Crossing #,1.44am Fri,2.18,falling,1.48 above Crossing,below minor,Plot | Table,2022-10-14 04:40:01.623108+11:00,QLD
Juandah Ck at Windamere *,3.00am Fri,0.77,steady,,below minor,Plot | Table,2022-10-14 04:40:01.623108+11:00,QLD
Dawson R at Taroom *,3.00am Fri,1.03,steady,5.67 below Approaches,below minor,Plot | Table,2022-10-14 04:40:01.623108+11:00,QLD
Robinson Ck at Broadmere *,3.00am Fri,1.74,steady,,,Plot | Table,2022-10-14 04:40:01.623108+11:00,QLD
Palm Tree Ck at La Palma *,3.00am Fri,-0.07,steady,,,Plot | Table,2022-10-14 04:40:01.623108+11:00,QLD
Dawson R at Glebe Weir HW *,3.00am Fri,0.05,steady,0.05 above Weir,below minor,Plot | Table,2022-10-14 04:40:01.623108+11:00,QLD
Dawson R at Glebe Weir TW *,3.00am Fri,0.96,steady,,below minor,Plot | Table,2022-10-14 04:40:01.623108+11:00,QLD
Dawson R at Gyranda Weir *,3.00am Fri,0.08,steady,0.08 above Weir,below minor,Plot | Table,2022-10-14 04:40:01.623108+11:00,QLD
Dawson R at Isla-Delusion Xing *,3.00am Fri,1.47,steady,,below minor,Plot | Table,2022-10-14 04:40:01.623108+11:00,QLD
