Station Name,Time/Day,Height,Tendency,Flood Class,Recent Data,Scraped,State
Serpentine,Serpentine,Serpentine,Serpentine,Serpentine,Serpentine,2022-10-14 08:50:01.867232+11:00,WA
Big Brook at Oneil Road,5.00am Fri,0.11,steady,,Plot | Table,2022-10-14 08:50:01.867232+11:00,WA
Serpentine Drain at Dog Hill,5.00am Fri,0.12,steady,below minor,Plot | Table,2022-10-14 08:50:01.867232+11:00,WA
Punrack Drain at Yangedi Swamp,5.00am Fri,0.17,steady,,Plot | Table,2022-10-14 08:50:01.867232+11:00,WA
Nambeelup Brook at Kielman,5.00am Fri,0.14,steady,,Plot | Table,2022-10-14 08:50:01.867232+11:00,WA
Murray,Murray,Murray,Murray,Murray,Murray,2022-10-14 08:50:01.867232+11:00,WA
Crossman River at Rivendale,5.00am Fri,0.12,steady,below minor,Plot | Table,2022-10-14 08:50:01.867232+11:00,WA
Hotham River at Marradong Road Br,5.00am Fri,0.46,steady,below minor,Plot | Table,2022-10-14 08:50:01.867232+11:00,WA
Williams River at Saddleback Rd Br,5.00am Fri,0.46,steady,below minor,Plot | Table,2022-10-14 08:50:01.867232+11:00,WA
Murray River at Baden Powell Spout,5.00am Fri,0.84,steady,below minor,Plot | Table,2022-10-14 08:50:01.867232+11:00,WA
Marrinup Brook at Brookdale Siding,4.55am Fri,0.11,steady,below minor,Plot | Table,2022-10-14 08:50:01.867232+11:00,WA
Murray River at Pinjarra,5.00am Fri,0.24,steady,below minor,Plot | Table,2022-10-14 08:50:01.867232+11:00,WA
Harvey,Harvey,Harvey,Harvey,Harvey,Harvey,2022-10-14 08:50:01.867232+11:00,WA
Meredith Drain at Johnston Rd,4.55am Fri,0.22,steady,below minor,Plot | Table,2022-10-14 08:50:01.867232+11:00,WA
Harvey River at Dingo Road,5.00am Fri,0.43,steady,below minor,Plot | Table,2022-10-14 08:50:01.867232+11:00,WA
Harvey River at Old Bunbury Rd,5.00am Fri,0.13,steady,,Plot | Table,2022-10-14 08:50:01.867232+11:00,WA
Collie,Collie,Collie,Collie,Collie,Collie,2022-10-14 08:50:01.867232+11:00,WA
Collie River East at James Crossing,5.00am Fri,0.14,steady,below minor,Plot | Table,2022-10-14 08:50:01.867232+11:00,WA
Bingham River at Palmer,5.00am Fri,-0.00,steady,,Plot | Table,2022-10-14 08:50:01.867232+11:00,WA
Collie River East at Coolangatta,5.00am Fri,0.22,steady,below minor,Plot | Table,2022-10-14 08:50:01.867232+11:00,WA
Collie River at Collie,5.00am Fri,0.86,steady,below minor,Plot | Table,2022-10-14 08:50:01.867232+11:00,WA
Collie River South at Collie,5.00am Fri,0.25,steady,below minor,Plot | Table,2022-10-14 08:50:01.867232+11:00,WA
Collie River at Mungalup Tower,5.00am Fri,0.42,steady,below minor,Plot | Table,2022-10-14 08:50:01.867232+11:00,WA
Hamilton River at Worsley,4.10am Fri,0.06,steady,,Plot | Table,2022-10-14 08:50:01.867232+11:00,WA
Collie River at Rose Road,5.00am Fri,0.18,steady,below minor,Plot | Table,2022-10-14 08:50:01.867232+11:00,WA
Brunswick River at Sandalwood,4.05am Fri,0.21,steady,,Plot | Table,2022-10-14 08:50:01.867232+11:00,WA
Wellesley River at Juegenup,5.00am Fri,0.62,steady,,Plot | Table,2022-10-14 08:50:01.867232+11:00,WA
Preston,Preston,Preston,Preston,Preston,Preston,2022-10-14 08:50:01.867232+11:00,WA
Thomson River at Woodperry,5.00am Fri,0.19,steady,,Plot | Table,2022-10-14 08:50:01.867232+11:00,WA
Preston River at Lowden Road Br,4.10am Fri,0.44,steady,,Plot | Table,2022-10-14 08:50:01.867232+11:00,WA
Preston River at Boyanup Bridge,5.00am Fri,0.30,steady,below minor,Plot | Table,2022-10-14 08:50:01.867232+11:00,WA
Ferguson River at Dowdells Road Br,5.00am Fri,0.19,steady,,Plot | Table,2022-10-14 08:50:01.867232+11:00,WA
Ferguson River at South Western Hwy,5.00am Fri,0.16,steady,below minor,Plot | Table,2022-10-14 08:50:01.867232+11:00,WA
Capel,Capel,Capel,Capel,Capel,Capel,2022-10-14 08:50:01.867232+11:00,WA
Capel River at Yates Bridge,4.00am Fri,0.20,steady,,Plot | Table,2022-10-14 08:50:01.867232+11:00,WA
Capel River at Railway Bridge,5.00am Fri,0.27,steady,,Plot | Table,2022-10-14 08:50:01.867232+11:00,WA
