Station Name,Time/Day,Height,Tendency,Flood Class,Recent Data,Scraped,State
De Grey,De Grey,De Grey,De Grey,De Grey,De Grey,2022-10-14 10:40:01.625083+11:00,WA
Oakover River at Ripon Hills Road,7.00am Fri,-0.66,steady,below minor,Plot | Table,2022-10-14 10:40:01.625083+11:00,WA
Nullagine River at Nullagine,7.00am Fri,-0.73,steady,below minor,Plot | Table,2022-10-14 10:40:01.625083+11:00,WA
Nullagine River at Tumbinna Pool,7.00am Fri,-0.41,steady,below minor,Plot | Table,2022-10-14 10:40:01.625083+11:00,WA
Coongan River at Marble Bar,7.00am Fri,-0.51,steady,below minor,Plot | Table,2022-10-14 10:40:01.625083+11:00,WA
Coongan River at Marble Bar Rd,7.00am Fri,0.50,steady,below minor,Plot | Table,2022-10-14 10:40:01.625083+11:00,WA
Shaw River at North Pole Mine,7.00am Fri,-0.92,steady,below minor,Plot | Table,2022-10-14 10:40:01.625083+11:00,WA
Shaw River at Marble Bar Rd,7.00am Fri,-0.12,steady,below minor,Plot | Table,2022-10-14 10:40:01.625083+11:00,WA
De Grey River at Coolenar Pool,7.05am Fri,-0.75,steady,below minor,Plot | Table,2022-10-14 10:40:01.625083+11:00,WA
Pilbara Coastal,Pilbara Coastal,Pilbara Coastal,Pilbara Coastal,Pilbara Coastal,Pilbara Coastal,2022-10-14 10:40:01.625083+11:00,WA
Yule River at Jelliabidina,7.00am Fri,-0.13,steady,below minor,Plot | Table,2022-10-14 10:40:01.625083+11:00,WA
Turner River at Pincunah,7.00am Fri,-0.60,steady,,Plot | Table,2022-10-14 10:40:01.625083+11:00,WA
Maitland River at Miaree Pool,7.00am Fri,-0.36,steady,below minor,Plot | Table,2022-10-14 10:40:01.625083+11:00,WA
Fortescue,Fortescue,Fortescue,Fortescue,Fortescue,Fortescue,2022-10-14 10:40:01.625083+11:00,WA
Fortescue River at Newman Rd Br,7.00am Fri,-0.43,steady,below minor,Plot | Table,2022-10-14 10:40:01.625083+11:00,WA
Weeli Wooli Ck at Waterloo Bore,7.00am Fri,-0.47,steady,,Plot | Table,2022-10-14 10:40:01.625083+11:00,WA
Weeli Wooli Ck at Tarina,7.00am Fri,0.34,steady,,Plot | Table,2022-10-14 10:40:01.625083+11:00,WA
Marillana Ck at Flat Rocks,7.00am Fri,-0.17,steady,,Plot | Table,2022-10-14 10:40:01.625083+11:00,WA
Fortescue River at Deep Reach,7.00am Fri,0.24,steady,,Plot | Table,2022-10-14 10:40:01.625083+11:00,WA
Fortescue River at Gregory Gorge,7.00am Fri,0.22,steady,below minor,Plot | Table,2022-10-14 10:40:01.625083+11:00,WA
Fortescue River at Bilanoo Pool,7.00am Fri,0.09,steady,below minor,Plot | Table,2022-10-14 10:40:01.625083+11:00,WA
Onslow Coast,Onslow Coast,Onslow Coast,Onslow Coast,Onslow Coast,Onslow Coast,2022-10-14 10:40:01.625083+11:00,WA
Robe River at Yarraloola,7.00am Fri,-0.28,steady,,Plot | Table,2022-10-14 10:40:01.625083+11:00,WA
Cane River at Toolungu,7.00am Fri,-0.05,steady,below minor,Plot | Table,2022-10-14 10:40:01.625083+11:00,WA
Ashburton,Ashburton,Ashburton,Ashburton,Ashburton,Ashburton,2022-10-14 10:40:01.625083+11:00,WA
Ashburton River at Capricorn Range,7.00am Fri,-0.05,steady,below minor,Plot | Table,2022-10-14 10:40:01.625083+11:00,WA
Ashburton River at Nanutarra,7.00am Fri,0.09,steady,below minor,Plot | Table,2022-10-14 10:40:01.625083+11:00,WA
