Station Name,Time/Day,Height,Tendency,Flood Class,Recent Data,Scraped,State
Serpentine,Serpentine,Serpentine,Serpentine,Serpentine,Serpentine,2022-10-17 09:28:27.703927+11:00,WA
Big Brook at Oneil Road,6.00am Mon,0.09,steady,,Plot | Table,2022-10-17 09:28:27.703927+11:00,WA
Serpentine Drain at Dog Hill,6.00am Mon,0.12,steady,below minor,Plot | Table,2022-10-17 09:28:27.703927+11:00,WA
Punrack Drain at Yangedi Swamp,6.00am Mon,0.17,steady,,Plot | Table,2022-10-17 09:28:27.703927+11:00,WA
Nambeelup Brook at Kielman,6.00am Mon,0.13,steady,,Plot | Table,2022-10-17 09:28:27.703927+11:00,WA
Murray,Murray,Murray,Murray,Murray,Murray,2022-10-17 09:28:27.703927+11:00,WA
Crossman River at Rivendale,6.00am Mon,0.11,steady,below minor,Plot | Table,2022-10-17 09:28:27.703927+11:00,WA
Hotham River at Marradong Road Br,6.00am Mon,0.44,steady,below minor,Plot | Table,2022-10-17 09:28:27.703927+11:00,WA
Williams River at Saddleback Rd Br,6.00am Mon,0.41,steady,below minor,Plot | Table,2022-10-17 09:28:27.703927+11:00,WA
Murray River at Baden Powell Spout,5.15am Mon,0.81,steady,below minor,Plot | Table,2022-10-17 09:28:27.703927+11:00,WA
Marrinup Brook at Brookdale Siding,5.55am Mon,0.10,steady,below minor,Plot | Table,2022-10-17 09:28:27.703927+11:00,WA
Murray River at Pinjarra,6.00am Mon,0.23,steady,below minor,Plot | Table,2022-10-17 09:28:27.703927+11:00,WA
Harvey,Harvey,Harvey,Harvey,Harvey,Harvey,2022-10-17 09:28:27.703927+11:00,WA
Meredith Drain at Johnston Rd,5.55am Mon,0.21,steady,below minor,Plot | Table,2022-10-17 09:28:27.703927+11:00,WA
Harvey River at Dingo Road,6.00am Mon,0.42,steady,below minor,Plot | Table,2022-10-17 09:28:27.703927+11:00,WA
Harvey River at Old Bunbury Rd,6.00am Mon,0.13,steady,,Plot | Table,2022-10-17 09:28:27.703927+11:00,WA
Collie,Collie,Collie,Collie,Collie,Collie,2022-10-17 09:28:27.703927+11:00,WA
Collie River East at James Crossing,6.00am Mon,0.12,steady,below minor,Plot | Table,2022-10-17 09:28:27.703927+11:00,WA
Bingham River at Palmer,6.00am Mon,-0.02,steady,,Plot | Table,2022-10-17 09:28:27.703927+11:00,WA
Collie River East at Coolangatta,6.00am Mon,0.21,steady,below minor,Plot | Table,2022-10-17 09:28:27.703927+11:00,WA
Collie River at Collie,6.00am Mon,0.85,steady,below minor,Plot | Table,2022-10-17 09:28:27.703927+11:00,WA
Collie River South at Collie,6.00am Mon,0.23,steady,below minor,Plot | Table,2022-10-17 09:28:27.703927+11:00,WA
Collie River at Mungalup Tower,6.00am Mon,0.41,steady,below minor,Plot | Table,2022-10-17 09:28:27.703927+11:00,WA
Hamilton River at Worsley,6.00am Mon,0.05,steady,,Plot | Table,2022-10-17 09:28:27.703927+11:00,WA
Collie River at Rose Road,6.00am Mon,0.18,steady,below minor,Plot | Table,2022-10-17 09:28:27.703927+11:00,WA
Brunswick River at Sandalwood,6.00am Mon,0.21,steady,,Plot | Table,2022-10-17 09:28:27.703927+11:00,WA
Wellesley River at Juegenup,8.00pm Sun,0.51,steady,,Plot | Table,2022-10-17 09:28:27.703927+11:00,WA
Preston,Preston,Preston,Preston,Preston,Preston,2022-10-17 09:28:27.703927+11:00,WA
Thomson River at Woodperry,6.00am Mon,0.17,steady,,Plot | Table,2022-10-17 09:28:27.703927+11:00,WA
Preston River at Lowden Road Br,6.00am Mon,0.42,steady,,Plot | Table,2022-10-17 09:28:27.703927+11:00,WA
Preston River at Boyanup Bridge,6.00am Mon,0.29,steady,below minor,Plot | Table,2022-10-17 09:28:27.703927+11:00,WA
Ferguson River at Dowdells Road Br,6.00am Mon,0.18,steady,,Plot | Table,2022-10-17 09:28:27.703927+11:00,WA
Ferguson River at South Western Hwy,6.00am Mon,0.15,steady,below minor,Plot | Table,2022-10-17 09:28:27.703927+11:00,WA
Capel,Capel,Capel,Capel,Capel,Capel,2022-10-17 09:28:27.703927+11:00,WA
Capel River at Yates Bridge,6.00am Mon,0.20,steady,,Plot | Table,2022-10-17 09:28:27.703927+11:00,WA
Capel River at Railway Bridge,6.00am Mon,0.27,steady,,Plot | Table,2022-10-17 09:28:27.703927+11:00,WA
