Station Name,Time/Day,Height,Tendency,Flood Class,Recent Data,Scraped,State
Albany Coast,Albany Coast,Albany Coast,Albany Coast,Albany Coast,Albany Coast,2022-10-13 16:19:08.589421+11:00,WA
Goodga River at Black Cat Flat,1.00pm Thu,0.18,steady,,Plot | Table,2022-10-13 16:19:08.589421+11:00,WA
Kalgan River at Stevens Farm,1.00pm Thu,0.33,steady,,Plot | Table,2022-10-13 16:19:08.589421+11:00,WA
King River at Billa Boya Reserve,1.00pm Thu,0.34,steady,,Plot | Table,2022-10-13 16:19:08.589421+11:00,WA
Pallinup River at Bull Crossing,1.00pm Thu,0.27,steady,,Plot | Table,2022-10-13 16:19:08.589421+11:00,WA
Esperance Coast,Esperance Coast,Esperance Coast,Esperance Coast,Esperance Coast,Esperance Coast,2022-10-13 16:19:08.589421+11:00,WA
Young River at Cascades,1.00pm Thu,0.05,steady,,Plot | Table,2022-10-13 16:19:08.589421+11:00,WA
Young River at Neds Corner,12.00pm Thu,0.44,steady,,Plot | Table,2022-10-13 16:19:08.589421+11:00,WA
Lort River at Fairfield,1.00pm Thu,0.17,steady,,Plot | Table,2022-10-13 16:19:08.589421+11:00,WA
Coramup Creek at Myrup Road,11.35am Thu,0.11,steady,,Plot | Table,2022-10-13 16:19:08.589421+11:00,WA
Bandy Creek at Fisheries Road,1.00pm Thu,0.14,steady,,Plot | Table,2022-10-13 16:19:08.589421+11:00,WA
