Station Name,Time/Day,Height,Tendency,Crossing,Flood Class,Recent Data,Scraped,State
Meander,Meander,Meander,Meander,Meander,Meander,Meander,2022-10-13 19:10:01.726313+11:00,TAS
Meander Rv at Meander,7.00pm Thu,3.28,steady,,moderate,Plot | Table,2022-10-13 19:10:01.726313+11:00,TAS
Meander Rv at Deloraine Rwy Br (H),6.45pm Thu,2.36,rising,,minor,Plot | Table,2022-10-13 19:10:01.726313+11:00,TAS
Meander Rv at Strathbridge (D),5.00pm Thu,3.28,rising,,below minor,Plot | Table,2022-10-13 19:10:01.726313+11:00,TAS
Liffey Rv abv West Channel (D),5.00pm Thu,2.87,steady,,,Plot | Table,2022-10-13 19:10:01.726313+11:00,TAS
Liffey Rv at Carrick (D),5.00pm Thu,0.70,steady,,,Plot | Table,2022-10-13 19:10:01.726313+11:00,TAS
Meander Rv at Westwood Bridge,7.03pm Thu,2.47,rising,4.53 below bridge,below minor,Plot | Table,2022-10-13 19:10:01.726313+11:00,TAS
North Esk,North Esk,North Esk,North Esk,North Esk,North Esk,North Esk,2022-10-13 19:10:01.726313+11:00,TAS
St Patricks Rv at Nunamara Offtake,6.56pm Thu,2.65,steady,,minor,Plot | Table,2022-10-13 19:10:01.726313+11:00,TAS
North Esk Rv at Ballroom (D),5.00pm Thu,1.53,rising,,below minor,Plot | Table,2022-10-13 19:10:01.726313+11:00,TAS
North Esk Rv at Corra Linn,6.58pm Thu,3.95,rising,,moderate,Plot | Table,2022-10-13 19:10:01.726313+11:00,TAS
South Esk,South Esk,South Esk,South Esk,South Esk,South Esk,South Esk,2022-10-13 19:10:01.726313+11:00,TAS
Break O'Day Rv at Killymoon (D),5.00pm Thu,2.32,rising,,,Plot | Table,2022-10-13 19:10:01.726313+11:00,TAS
South Esk Rv at Upper Esk Bge(D),5.00pm Thu,2.88,falling,,,Plot | Table,2022-10-13 19:10:01.726313+11:00,TAS
South Esk Rv at Mathinna,7.00pm Thu,2.63,rising,,,Plot | Table,2022-10-13 19:10:01.726313+11:00,TAS
South Esk Rv at Fingal,7.01pm Thu,4.20,steady,,minor,Plot | Table,2022-10-13 19:10:01.726313+11:00,TAS
St Pauls Rv at Lewis Hill,6.58pm Thu,1.95,rising,,minor,Plot | Table,2022-10-13 19:10:01.726313+11:00,TAS
St Pauls Rv abv Avoca (D),5.00pm Thu,0.92,steady,,,Plot | Table,2022-10-13 19:10:01.726313+11:00,TAS
South Esk Rv at Llewellyn (H),6.45pm Thu,2.35,steady,,below minor,Plot | Table,2022-10-13 19:10:01.726313+11:00,TAS
Nile Rv at Deddington (D),6.47pm Thu,1.83,rising,,below minor,Plot | Table,2022-10-13 19:10:01.726313+11:00,TAS
South Esk Rv at Perth (D),5.15pm Thu,2.66,steady,,below minor,Plot | Table,2022-10-13 19:10:01.726313+11:00,TAS
Back Creek abv Wilmores Lane (D),5.00pm Thu,0.28,steady,,,Plot | Table,2022-10-13 19:10:01.726313+11:00,TAS
South Esk Rv at Longford,6.27pm Thu,1.02,steady,,below minor,Plot | Table,2022-10-13 19:10:01.726313+11:00,TAS
South Esk Rv at Trevallyn Pond (H),6.45pm Thu,126.53^,steady,0.03 above FSL,below minor,Plot | Table,2022-10-13 19:10:01.726313+11:00,TAS
Macquarie,Macquarie,Macquarie,Macquarie,Macquarie,Macquarie,Macquarie,2022-10-13 19:10:01.726313+11:00,TAS
Tooms Lake,6.31pm Thu,4.50,steady,0.20 above spillway,minor,Plot | Table,2022-10-13 19:10:01.726313+11:00,TAS
Tooms Rv blw Tooms Lake (D),5.00pm Thu,0.28,steady,,,Plot | Table,2022-10-13 19:10:01.726313+11:00,TAS
Macquarie Rv at Trefusis (D),5.00pm Thu,0.89,steady,,,Plot | Table,2022-10-13 19:10:01.726313+11:00,TAS
Macquarie Rv at Mt Morriston,6.08pm Thu,0.55,steady,1.45 below causeway,below minor,Plot | Table,2022-10-13 19:10:01.726313+11:00,TAS
Macquarie Rv at Ross,6.10pm Thu,1.42,steady,1.08 below approaches,below minor,Plot | Table,2022-10-13 19:10:01.726313+11:00,TAS
Macquarie Rv at Fosterville (D),5.15pm Thu,0.55,steady,,,Plot | Table,2022-10-13 19:10:01.726313+11:00,TAS
Lake Leake,7.00pm Thu,5.28,steady,0.08 above spillway,minor,Plot | Table,2022-10-13 19:10:01.726313+11:00,TAS
Elizabeth Rv d/s Lake Leake (D),5.00pm Thu,0.48,steady,,,Plot | Table,2022-10-13 19:10:01.726313+11:00,TAS
Macquarie Rv at Morningside (D),5.00pm Thu,1.88,steady,,below minor,Plot | Table,2022-10-13 19:10:01.726313+11:00,TAS
Isis Rv at Barton,6.55pm Thu,1.12,rising,,below minor,Plot | Table,2022-10-13 19:10:01.726313+11:00,TAS
Lake Rv at Parknook (H),6.45pm Thu,4.31,rising,,major,Plot | Table,2022-10-13 19:10:01.726313+11:00,TAS
Lake Rv at Lake House (H),6.45pm Thu,2.42,steady,,,Plot | Table,2022-10-13 19:10:01.726313+11:00,TAS
Below Palmers RT (H),6.45pm Thu,3.30,falling,,,Plot | Table,2022-10-13 19:10:01.726313+11:00,TAS
