Station Name,Time/Day,Height,Tendency,Crossing,Flood Class,Recent Data,Scraped,State
Meander,Meander,Meander,Meander,Meander,Meander,Meander,2022-10-14 01:30:02.282705+11:00,TAS
Meander Rv at Meander,1.00am Fri,3.65,rising,,major,Plot | Table,2022-10-14 01:30:02.282705+11:00,TAS
Meander Rv at Deloraine Rwy Br (H),12.45am Fri,3.65,rising,,major,Plot | Table,2022-10-14 01:30:02.282705+11:00,TAS
Meander Rv at Strathbridge (D),11.00pm Thu,6.05,rising,,minor,Plot | Table,2022-10-14 01:30:02.282705+11:00,TAS
Liffey Rv abv West Channel (D),11.00pm Thu,2.94,steady,,,Plot | Table,2022-10-14 01:30:02.282705+11:00,TAS
Liffey Rv at Carrick (D),11.00pm Thu,1.61,rising,,,Plot | Table,2022-10-14 01:30:02.282705+11:00,TAS
Meander Rv at Westwood Bridge,1.03am Fri,3.60,rising,3.40 below bridge,below minor,Plot | Table,2022-10-14 01:30:02.282705+11:00,TAS
North Esk,North Esk,North Esk,North Esk,North Esk,North Esk,North Esk,2022-10-14 01:30:02.282705+11:00,TAS
St Patricks Rv at Nunamara Offtake,12.56am Fri,3.28,falling,,moderate,Plot | Table,2022-10-14 01:30:02.282705+11:00,TAS
North Esk Rv at Ballroom (D),11.00pm Thu,2.33,rising,,minor,Plot | Table,2022-10-14 01:30:02.282705+11:00,TAS
North Esk Rv at Corra Linn,12.53am Fri,5.60,rising,,major,Plot | Table,2022-10-14 01:30:02.282705+11:00,TAS
South Esk,South Esk,South Esk,South Esk,South Esk,South Esk,South Esk,2022-10-14 01:30:02.282705+11:00,TAS
Break O'Day Rv at Killymoon (D),7.00pm Thu,2.60,rising,,,Plot | Table,2022-10-14 01:30:02.282705+11:00,TAS
South Esk Rv at Upper Esk Bge(D),7.00pm Thu,3.07,rising,,,Plot | Table,2022-10-14 01:30:02.282705+11:00,TAS
South Esk Rv at Mathinna,12.40am Fri,3.28,rising,,,Plot | Table,2022-10-14 01:30:02.282705+11:00,TAS
South Esk Rv at Fingal,1.01am Fri,6.18,steady,,moderate,Plot | Table,2022-10-14 01:30:02.282705+11:00,TAS
St Pauls Rv at Lewis Hill,12.58am Fri,2.58,rising,,minor,Plot | Table,2022-10-14 01:30:02.282705+11:00,TAS
St Pauls Rv abv Avoca (D),11.00pm Thu,0.94,steady,,,Plot | Table,2022-10-14 01:30:02.282705+11:00,TAS
South Esk Rv at Llewellyn (H),12.45am Fri,2.69,rising,,below minor,Plot | Table,2022-10-14 01:30:02.282705+11:00,TAS
Nile Rv at Deddington (D),12.47am Fri,2.53,falling,,minor,Plot | Table,2022-10-14 01:30:02.282705+11:00,TAS
South Esk Rv at Perth (D),11.00pm Thu,2.68,steady,,below minor,Plot | Table,2022-10-14 01:30:02.282705+11:00,TAS
Back Creek abv Wilmores Lane (D),11.00pm Thu,0.81,rising,,,Plot | Table,2022-10-14 01:30:02.282705+11:00,TAS
South Esk Rv at Longford,12.43am Fri,1.27,rising,,below minor,Plot | Table,2022-10-14 01:30:02.282705+11:00,TAS
South Esk Rv at Trevallyn Pond (H),12.45am Fri,127.00^,steady,0.50 above FSL,below minor,Plot | Table,2022-10-14 01:30:02.282705+11:00,TAS
Macquarie,Macquarie,Macquarie,Macquarie,Macquarie,Macquarie,Macquarie,2022-10-14 01:30:02.282705+11:00,TAS
Tooms Lake,12.31am Fri,4.50,steady,0.20 above spillway,minor,Plot | Table,2022-10-14 01:30:02.282705+11:00,TAS
Tooms Rv blw Tooms Lake (D),11.00pm Thu,0.30,steady,,,Plot | Table,2022-10-14 01:30:02.282705+11:00,TAS
Macquarie Rv at Trefusis (D),11.00pm Thu,0.91,steady,,,Plot | Table,2022-10-14 01:30:02.282705+11:00,TAS
Macquarie Rv at Mt Morriston,12.08am Fri,0.57,steady,1.43 below causeway,below minor,Plot | Table,2022-10-14 01:30:02.282705+11:00,TAS
Macquarie Rv at Ross,12.10am Fri,1.40,steady,1.10 below approaches,below minor,Plot | Table,2022-10-14 01:30:02.282705+11:00,TAS
Macquarie Rv at Fosterville (D),11.00pm Thu,0.61,steady,,,Plot | Table,2022-10-14 01:30:02.282705+11:00,TAS
Lake Leake,1.00am Fri,5.30,steady,0.10 above spillway,minor,Plot | Table,2022-10-14 01:30:02.282705+11:00,TAS
Elizabeth Rv d/s Lake Leake (D),11.00pm Thu,0.49,steady,,,Plot | Table,2022-10-14 01:30:02.282705+11:00,TAS
Macquarie Rv at Morningside (D),11.00pm Thu,2.04,steady,,below minor,Plot | Table,2022-10-14 01:30:02.282705+11:00,TAS
Isis Rv at Barton,12.23am Fri,1.68,steady,,minor,Plot | Table,2022-10-14 01:30:02.282705+11:00,TAS
Lake Rv at Parknook (H),12.45am Fri,4.55,rising,,major,Plot | Table,2022-10-14 01:30:02.282705+11:00,TAS
Lake Rv at Lake House (H),12.45am Fri,2.64,rising,,,Plot | Table,2022-10-14 01:30:02.282705+11:00,TAS
Below Palmers RT (H),12.45am Fri,3.57,falling,,,Plot | Table,2022-10-14 01:30:02.282705+11:00,TAS
Brumbys Ck (No 3 Weir) (H),12.45am Fri,1.87,rising,,,Plot | Table,2022-10-14 01:30:02.282705+11:00,TAS
Macquarie Rv at Cressy Pumps (H),12.45am Fri,4.18,rising,,moderate,Plot | Table,2022-10-14 01:30:02.282705+11:00,TAS
Ringarooma,Ringarooma,Ringarooma,Ringarooma,Ringarooma,Ringarooma,Ringarooma,2022-10-14 01:30:02.282705+11:00,TAS
Legerwood Rivulet d/s Ringaroom(D),11.00pm Thu,0.76,steady,,,Plot | Table,2022-10-14 01:30:02.282705+11:00,TAS
Ringarooma Rv upstr Branxholm (D),11.00pm Thu,3.03,rising,,,Plot | Table,2022-10-14 01:30:02.282705+11:00,TAS
Ringarooma Rv at Moorina Bdge (D),9.00pm Thu,4.65,rising,,,Plot | Table,2022-10-14 01:30:02.282705+11:00,TAS
East Coast,East Coast,East Coast,East Coast,East Coast,East Coast,East Coast,2022-10-14 01:30:02.282705+11:00,TAS
George Rv at St Helens Intake (D),11.00pm Thu,3.48,rising,,,Plot | Table,2022-10-14 01:30:02.282705+11:00,TAS
Scamander Rv abv Water Supply (D),11.00pm Thu,4.53,rising,,,Plot | Table,2022-10-14 01:30:02.282705+11:00,TAS
Swan Rv upstrm Hardings Falls (D),5.00pm Thu,0.86,steady,,,Plot | Table,2022-10-14 01:30:02.282705+11:00,TAS
