Station Name,Time/Day,Height,Tendency,Crossing,Flood Class,Recent Data,Scraped,State
Torrens,Torrens,Torrens,Torrens,Torrens,Torrens,Torrens,2022-10-13 21:10:01.623041+11:00,SA
Torrens R at Mt Pleasant (DEW),8.10pm Thu,1.18,steady,0.18 above weir,,Plot | Table,2022-10-13 21:10:01.623041+11:00,SA
Torrens R at Mt Pleasant (SAW),8.35pm Thu,1.18,steady,0.18 above weir,,Plot | Table,2022-10-13 21:10:01.623041+11:00,SA
Angas Ck at Muellers Rd,6.18pm Thu,0.11,steady,,,Plot | Table,2022-10-13 21:10:01.623041+11:00,SA
Millers Ck at Forreston,5.35pm Thu,0.08,steady,,,Plot | Table,2022-10-13 21:10:01.623041+11:00,SA
Torrens R at Gumeracha Weir (SAW),8.35pm Thu,10.06,steady,0.06 above weir,below minor,Plot | Table,2022-10-13 21:10:01.623041+11:00,SA
Torrens R at Gumeracha Weir (BOM),7.20pm Thu,10.01,steady,0.01 above weir,below minor,Plot | Table,2022-10-13 21:10:01.623041+11:00,SA
Cudlee Ck at Lobethal Rd,6.58pm Thu,0.10,steady,0.10 above weir,,Plot | Table,2022-10-13 21:10:01.623041+11:00,SA
Millbrook Reservoir (SAW),8.35pm Thu,24.00,steady,1.40 below spillway,,Plot | Table,2022-10-13 21:10:01.623041+11:00,SA
Torrens R DS Hollands Ck (DEW),8.00pm Thu,1.26,steady,0.26 above weir,,Plot | Table,2022-10-13 21:10:01.623041+11:00,SA
Kangaroo Creek Resv Dam (SAW),8.35pm Thu,43.51,steady,0.69 below spillway,,Plot | Table,2022-10-13 21:10:01.623041+11:00,SA
Sixth Ck at Castambul,7.58pm Thu,0.25,steady,0.25 above weir,below minor,Plot | Table,2022-10-13 21:10:01.623041+11:00,SA
Torrens R at Gorge Weir,6.13pm Thu,9.10,steady,0.90 below weir,below minor,Plot | Table,2022-10-13 21:10:01.623041+11:00,SA
