Station Name,Time/Day,Height,Tendency,Crossing,Flood Class,Recent Data,Scraped,State
Torrens,Torrens,Torrens,Torrens,Torrens,Torrens,Torrens,2022-10-13 20:00:02.590732+11:00,SA
Torrens R at Mt Pleasant (DEW),6.10pm Thu,1.17,steady,0.17 above weir,,Plot | Table,2022-10-13 20:00:02.590732+11:00,SA
Torrens R at Mt Pleasant (SAW),7.05pm Thu,1.17,steady,0.17 above weir,,Plot | Table,2022-10-13 20:00:02.590732+11:00,SA
Angas Ck at Muellers Rd,6.18pm Thu,0.11,steady,,,Plot | Table,2022-10-13 20:00:02.590732+11:00,SA
Millers Ck at Forreston,5.35pm Thu,0.08,steady,,,Plot | Table,2022-10-13 20:00:02.590732+11:00,SA
Torrens R at Gumeracha Weir (SAW),7.05pm Thu,10.06,steady,0.06 above weir,below minor,Plot | Table,2022-10-13 20:00:02.590732+11:00,SA
Torrens R at Gumeracha Weir (BOM),1.20pm Thu,10.01,steady,0.01 above weir,below minor,Plot | Table,2022-10-13 20:00:02.590732+11:00,SA
Cudlee Ck at Lobethal Rd,6.58pm Thu,0.10,steady,0.10 above weir,,Plot | Table,2022-10-13 20:00:02.590732+11:00,SA
Millbrook Reservoir (SAW),7.05pm Thu,24.01,steady,1.39 below spillway,,Plot | Table,2022-10-13 20:00:02.590732+11:00,SA
Torrens R DS Hollands Ck (DEW),6.00pm Thu,1.26,steady,0.26 above weir,,Plot | Table,2022-10-13 20:00:02.590732+11:00,SA
Kangaroo Creek Resv Dam (SAW),7.05pm Thu,43.51,steady,0.69 below spillway,,Plot | Table,2022-10-13 20:00:02.590732+11:00,SA
Sixth Ck at Castambul,4.58pm Thu,0.25,steady,0.25 above weir,below minor,Plot | Table,2022-10-13 20:00:02.590732+11:00,SA
Torrens R at Gorge Weir,6.13pm Thu,9.10,steady,0.90 below weir,below minor,Plot | Table,2022-10-13 20:00:02.590732+11:00,SA
Torrens R at Gorge Weir (SAW),7.05pm Thu,9.12,steady,0.88 below weir,below minor,Plot | Table,2022-10-13 20:00:02.590732+11:00,SA
Fifth Ck at Athelstone,4.26pm Thu,0.27,steady,,below minor,Plot | Table,2022-10-13 20:00:02.590732+11:00,SA
Second Ck at Stonyfell,6.14pm Thu,0.08,steady,0.08 above weir,,Plot | Table,2022-10-13 20:00:02.590732+11:00,SA
Torrens R at Walkerville (DEW),6.05pm Thu,1.51,steady,,,Plot | Table,2022-10-13 20:00:02.590732+11:00,SA
First Ck at Waterfall Gully Rd,7.06pm Thu,0.44,steady,1.56 below bridge,below minor,Plot | Table,2022-10-13 20:00:02.590732+11:00,SA
First Ck at Botanic Gdns (DEW),6.05pm Thu,1.15,steady,0.15 above weir,,Plot | Table,2022-10-13 20:00:02.590732+11:00,SA
Torrens R at Holbrooks Rd (DEW),6.00pm Thu,2.07,rising,1.07 above weir,,Plot | Table,2022-10-13 20:00:02.590732+11:00,SA
Torrens R at Seaview Rd (DEW),6.00pm Thu,0.28,steady,,,Plot | Table,2022-10-13 20:00:02.590732+11:00,SA
Port Adelaide,Port Adelaide,Port Adelaide,Port Adelaide,Port Adelaide,Port Adelaide,Port Adelaide,2022-10-13 20:00:02.590732+11:00,SA
Dry Ck at Valley View (DEW),6.00pm Thu,1.26,steady,0.26 above weir,below minor,Plot | Table,2022-10-13 20:00:02.590732+11:00,SA
Dry Ck at Bridge Rd (DEW),5.50pm Thu,1.18,steady,3.82 below bridge,below minor,Plot | Table,2022-10-13 20:00:02.590732+11:00,SA
Little Para Reservoir (SAW),7.05pm Thu,12.29,steady,28.41 below spillway,,Plot | Table,2022-10-13 20:00:02.590732+11:00,SA
Little Para R US Fault (DEW),6.10pm Thu,1.54,steady,0.54 above weir,,Plot | Table,2022-10-13 20:00:02.590732+11:00,SA
Tide level at Pt Adelaide (Osborne),6.23pm Thu,2.47,rising,,below minor,Plot | Table,2022-10-13 20:00:02.590732+11:00,SA
