Station Name,Time/Day,Height,Tendency,Crossing,Flood Class,Recent Data,Scraped,State
Onkaparinga,Onkaparinga,Onkaparinga,Onkaparinga,Onkaparinga,Onkaparinga,Onkaparinga,2022-10-14 10:10:01.835302+11:00,SA
Onkaparinga R at Charleston,9.22am Fri,0.51,falling,2.19 below bridge,below minor,Plot | Table,2022-10-14 10:10:01.835302+11:00,SA
Onkaparinga R at Woodside,9.24am Fri,0.61,falling,0.61 above weir,below minor,Plot | Table,2022-10-14 10:10:01.835302+11:00,SA
Western Branch Creek at Tiers Rd,8.32am Fri,0.29,falling,2.71 below bridge,,Plot | Table,2022-10-14 10:10:01.835302+11:00,SA
Inverbrackie Creek,8.41am Fri,0.45,falling,,,Plot | Table,2022-10-14 10:10:01.835302+11:00,SA
Lenswood Creek at Swamp Rd,8.04am Fri,0.40,steady,0.40 above weir,,Plot | Table,2022-10-14 10:10:01.835302+11:00,SA
Onkaparinga R at Oakbank,9.38am Fri,0.84,rising,0.32 below crossing,below minor,Plot | Table,2022-10-14 10:10:01.835302+11:00,SA
Hahndorf Creek US Onka. R (DEW),9.05am Fri,1.26,steady,0.26 above weir,,Plot | Table,2022-10-14 10:10:01.835302+11:00,SA
Onkaparinga R DS Hahndorf Ck(DEW),9.05am Fri,2.67,falling,1.67 above weir,,Plot | Table,2022-10-14 10:10:01.835302+11:00,SA
Onkaparinga R at Verdun (SAW),9.35am Fri,2.08,steady,,below minor,Plot | Table,2022-10-14 10:10:01.835302+11:00,SA
Cox Creek at Piccadilly (DEW),9.05am Fri,1.17,steady,1.17 above weir,,Plot | Table,2022-10-14 10:10:01.835302+11:00,SA
Aldgate Creek at Euston Rd,9.31am Fri,0.47,steady,,below minor,Plot | Table,2022-10-14 10:10:01.835302+11:00,SA
Onkaparinga R at Houlgraves (SAW),9.35am Fri,4.42,rising,1.42 above weir,,Plot | Table,2022-10-14 10:10:01.835302+11:00,SA
Burnt Out Ck US Mt Bold Res (DEW),9.05am Fri,1.06,steady,0.06 above weir,,Plot | Table,2022-10-14 10:10:01.835302+11:00,SA
Mt Bold Reservoir (SAW),9.35am Fri,40.45,steady,1.05 below full level,,Plot | Table,2022-10-14 10:10:01.835302+11:00,SA
Scott Creek (SAW),9.35am Fri,1.47,steady,0.47 above weir,,Plot | Table,2022-10-14 10:10:01.835302+11:00,SA
Scott Creek (DEW),9.10am Fri,1.48,steady,0.48 above weir,,Plot | Table,2022-10-14 10:10:01.835302+11:00,SA
Onkaparinga R at Clarendon W (SAW),9.35am Fri,9.26,steady,0.74 below weir,below minor,Plot | Table,2022-10-14 10:10:01.835302+11:00,SA
Onkaparinga R at Clarendon W (BOM),7.36am Fri,9.31,rising,0.69 below weir,below minor,Plot | Table,2022-10-14 10:10:01.835302+11:00,SA
Onkaparinga R DS Clarendon W(DEW),9.05am Fri,1.19,steady,0.19 above weir,,Plot | Table,2022-10-14 10:10:01.835302+11:00,SA
Onkaparinga R at Baker Gully(DEW),9.10am Fri,1.45,steady,0.45 above weir,,Plot | Table,2022-10-14 10:10:01.835302+11:00,SA
Onkapar. R at Old Noarlunga (DEW),9.00am Fri,1.15,steady,0.15 above weir,,Plot | Table,2022-10-14 10:10:01.835302+11:00,SA
Onkaparinga R at Patapinda Rd Br,9.00am Fri,1.95,falling,,,Plot | Table,2022-10-14 10:10:01.835302+11:00,SA
Southern Creeks,Southern Creeks,Southern Creeks,Southern Creeks,Southern Creeks,Southern Creeks,Southern Creeks,2022-10-14 10:10:01.835302+11:00,SA
Pedler Ck at Stump Hill Rd (DEW),9.05am Fri,1.12,steady,,,Plot | Table,2022-10-14 10:10:01.835302+11:00,SA
Pedler Ck at Moana (DEW),9.00am Fri,0.00,steady,,,Plot | Table,2022-10-14 10:10:01.835302+11:00,SA
Myponga R US Resv (SAW),9.35am Fri,2.25,steady,,,Plot | Table,2022-10-14 10:10:01.835302+11:00,SA
